Metlink_Stop_ID,Route_Number,Route_Name,Direction,Tram_Stop_Name,Stop_Sequence,Tram_Tracker_ID,VicgridX,VicgridY,Boardings,Alightings,DailyUse
10311,5,Malvern to Melbourne University,Down,45-Glenferrie Rd/Wattletree Rd (Malvern),0008,1140,2502480.523,2404308.224,43.5826482773,26.8200912476,70.4027395248
10371,5,Malvern to Melbourne University,Down,44-Duncraig Ave/Wattletree Rd (Armadale),0009,1139,2502207.668,2404352.585,13.4100456238,3.35251140594,16.7625570297
1083,57,West Maribyrnong to City(Elizabeth/Flinders st),Up,42-Clyde St/Raleigh Rd (Maribyrnong),0007,1342,2491088.237,2414580.621,3.47616958618,3.47616958618,6.95233917236
11285,5,Malvern to Melbourne University,Down,43-Egerton Rd/Wattletree Rd (Armadale),0010,1138,2501997.46,2404386.49,23.4675798416,3.35251140594,26.8200912476
1185,5,Melbourne University to Malvern,Up,50-Vincent St/Wattletree Rd (Malvern East),0046,2145,2503846.068,2404075.296,6.59510469437,9.89265704155,16.4877617359
12599,5,Malvern to Melbourne University,Down,42-Kooyong Rd/Wattletree Rd (Armadale),0011,1137,2501726.184,2404431.501,33.5251140594,16.7625570297,50.2876710892
12777,19,City(Elizabeth/Flinders st) to North Coburg,Down,35-O'Hea St/Sydney Rd (Coburg),0035,2435,2497083.422,2418119.817,,7.13946247101,7.13946247101
1291,5,Melbourne University to Malvern,Up,51-Erica Ave/Wattletree Rd (Malvern East),0047,2146,2504135.271,2404031.317,,36.273075819,36.273075819
1292,19,City(Elizabeth/Flinders st) to North Coburg,Down,38-Renown St/Sydney Rd (Coburg),0038,2438,2496849.685,2418811.05,7.13946247101,14.278924942,21.418387413
13401,6,Melbourne University to Glen Iris,Up,28-Punt Rd/High St (Prahran),0025,2150,2498624.723,2405588.851,13.037279129,35.8525180817,48.8897972107
13995,57,West Maribyrnong to City(Elizabeth/Flinders st),Up,44-Barb St/Raleigh Rd (Maribyrnong),0005,1344,2490483.235,2414669.299,100.808917999,8.46371746063,109.27263546
14033,6,Melbourne University to Glen Iris,Up,29-Perth St/High St (Prahran),0026,2151,2498937.592,2405538.618,9.77795934677,29.3338785172,39.1118378639
14614,6,Melbourne University to Glen Iris,Up,30-Porter St/High St (Prahran),0027,2152,2499058.515,2405518.987,32.5931978226,16.2965989113,48.8897967339
14728,6,Melbourne University to Glen Iris,Up,31-Chapel St/High St (Prahran),0028,2153,2499431.047,2405456.867,32.5931987762,48.8897972107,81.4829959869
15559,57,West Maribyrnong to City(Elizabeth/Flinders st),Up,45-Randall St/Raleigh Rd (Maribyrnong),0004,1345,2490215.107,2414698.291,55.6187133789,8.46371746063,64.0824308395
15699,6,Melbourne University to Glen Iris,Up,32-Bangs St/High St (Prahran),0029,2154,2499694.712,2405411.93,29.3338785172,9.77795934677,39.1118378639
1575,5,Malvern to Melbourne University,Down,52-Burke Rd/Wattletree Rd (Malvern East),0001,1147,2504405.559,2403998.66,77.1077623367,52.7608363628,129.8685987
16610,6,Melbourne University to Glen Iris,Up,33-The Avenue/High St (Prahran),0030,2155,2499877.322,2405382.079,16.2965993881,19.5559191704,35.8525185585
16713,19,City(Elizabeth/Flinders st) to North Coburg,Down,34-Bell St/Sydney Rd (Coburg),0034,2434,2497044.96,2417717.487,35.6973118782,67.8248929977,103.522204876
16714,19,City(Elizabeth/Flinders st) to North Coburg,Down,33-Coburg Market/Sydney Rd (Coburg),0033,2433,2497016.915,2417519.592,17.8486561775,67.8248929977,85.6735491753
16715,19,City(Elizabeth/Flinders st) to North Coburg,Down,32-Munro St/Sydney Rd (Coburg),0032,2432,2496988.961,2417318.923,10.7091937065,42.8367743492,53.5459680557
16716,19,City(Elizabeth/Flinders st) to North Coburg,Down,31-Reynard St/Sydney Rd (Coburg),0031,2431,2496933.941,2416911.48,10.7091937065,10.7091937065,21.418387413
16717,19,City(Elizabeth/Flinders st) to North Coburg,Down,30-The Avenue/Sydney Rd (Coburg),0030,2430,2496883.847,2416541.328,7.13946247101,24.9881186485,32.1275811195
16718,6,Melbourne University to Glen Iris,Up,34-Lewisham Rd/High St (Prahran),0031,2156,2500009.504,2405358.883,6.51863956451,3.25931978226,9.77795934677
16719,19,City(Elizabeth/Flinders st) to North Coburg,Down,28-Moreland Rd/Sydney Rd (Brunswick),0028,2428,2496829.185,2416145.537,46.4065055847,49.9762372971,96.3827428818
16720,19,City(Elizabeth/Flinders st) to North Coburg,Down,27-Brunswick Tram Depot/Sydney Rd (Brunswick),0027,2427,2496795.881,2415904.133,7.13946247101,17.8486561775,24.9881186485
16721,19,City(Elizabeth/Flinders st) to North Coburg,Down,26-Albion St/Sydney Rd (Brunswick),0026,2426,2496747.906,2415554.401,46.4065055847,42.836774826,89.2432804108
16722,19,City(Elizabeth/Flinders st) to North Coburg,Down,25-Stewart St/Sydney Rd (Brunswick),0025,2425,2496713.377,2415302.452,14.278924942,35.697312355,49.9762372971
16723,19,City(Elizabeth/Flinders st) to North Coburg,Down,24-Brunswick Baptist Church/Sydney Rd (Brunswick),0024,2424,2496678.765,2415041.846,17.8486561775,10.7091937065,28.557849884
16724,19,City(Elizabeth/Flinders st) to North Coburg,Down,23-Victoria St/Sydney Rd (Brunswick),0023,2423,2496654.87,2414868.588,10.7091937065,24.9881186485,35.697312355
16725,19,City(Elizabeth/Flinders st) to North Coburg,Down,22-Albert St/Sydney Rd (Brunswick),0022,2422,2496627.374,2414668.027,21.418387413,53.5459675789,74.9643549919
16726,19,City(Elizabeth/Flinders st) to North Coburg,Down,21-Brunswick Town Hall/Sydney Rd (Brunswick),0021,2421,2496587.409,2414368.795,10.7091937065,103.522203922,114.231397629
16727,19,City(Elizabeth/Flinders st) to North Coburg,Down,20-Barkly Square/115 Sydney Rd (Brunswick),0020,2420,2496541.215,2414014.288,57.1156992912,117.801128387,174.916827679
16728,19,City(Elizabeth/Flinders st) to North Coburg,Down,19-Brunswick Rd/Sydney Rd (Brunswick),0019,2419,2496505.298,2413741.804,46.4065060616,39.2670435905,85.6735496521
16729,19,City(Elizabeth/Flinders st) to North Coburg,Down,18-Princes Park/Royal Pde (Parkville),0018,2418,2496470.952,2413510.163,3.5697312355,7.13946247101,10.7091937065
16730,19,City(Elizabeth/Flinders st) to North Coburg,Down,17-Ievers St/Royal Pde (Parkville),0017,2417,2496445.171,2413231.688,7.13946247101,42.8367743492,49.9762368202
16731,19,City(Elizabeth/Flinders st) to North Coburg,Down,16-Optus Oval/Royal Pde (Parkville),0016,2416,2496412.368,2412902.157,49.9762372971,474.774248123,524.75048542
16732,19,City(Elizabeth/Flinders st) to North Coburg,Down,15-Leonard St/Royal Pde (Parkville),0015,2415,2496379.043,2412561.416,24.9881181717,35.6973118782,60.6854300499
16733,19,City(Elizabeth/Flinders st) to North Coburg,Down,14-Macarthur Rd/Royal Pde (Parkville),0014,2414,2496354.922,2412330,17.8486561775,24.9881186485,42.836774826
16734,19,City(Elizabeth/Flinders st) to North Coburg,Down,13-Gatehouse St/Royal Pde (Parkville),0013,2413,2496328.54,2412034.432,10.7091937065,32.1275811195,42.836774826
16735,19,City(Elizabeth/Flinders st) to North Coburg,Down,12-Morrah St/Royal Pde (Parkville),0012,2412,2496296.275,2411703.567,7.13946247101,107.091935158,114.231397629
16736,19,City(Elizabeth/Flinders st) to North Coburg,Down,11-University of Melbourne/Royal Pde (Parkville),0011,3811,2496270.423,2411413.548,60.6854305267,649.691065311,710.376495838
16738,6,Melbourne University to Glen Iris,Up,35-Williams Rd/High St (Prahran),0032,2157,2500230.57,2405321.366,22.8152384758,3.25931978226,26.0745582581
16739,6,Melbourne University to Glen Iris,Up,36-Chatsworth Rd/High St (Prahran),0033,2158,2500605.108,2405255.53,22.8152389526,9.77795934677,32.5931982994
16740,6,Melbourne University to Glen Iris,Up,37-Airlie Ave/High St (Prahran),0034,2159,2500764.479,2405229.657,13.037279129,16.2965993881,29.3338785172
16741,6,Melbourne University to Glen Iris,Up,38-Orrong Rd/High St (Prahran),0035,2160,2501030.33,2405186.343,6.51863956451,61.9270763397,68.4457159042
16742,6,Melbourne University to Glen Iris,Up,39-Auburn Gr/High St (Armadale),0036,2161,2501351.002,2405132.578,3.25931978226,39.1118373871,42.3711571693
16743,6,Melbourne University to Glen Iris,Up,40-Armadale Station/High St (Armadale),0037,2162,2501619.926,2405087.469,16.2965989113,42.3711571693,58.6677560806
16744,6,Melbourne University to Glen Iris,Up,41-Kooyong Rd/High St (Armadale),0038,2163,2501830.769,2405052.908,153.188031673,9.77795934677,162.96599102
16745,6,Melbourne University to Glen Iris,Up,42-Huntingtower Rd/High St (Armadale),0039,2164,2502096.961,2405007.784,9.77795934677,9.77795934677,19.5559186935
16746,6,Melbourne University to Glen Iris,Up,43-Mercer Rd/High St (Armadale),0040,2165,2502308.328,2404975.098,3.25931978226,6.51863956451,9.77795934677
16747,6,Melbourne University to Glen Iris,Up,44-Glenferrie Rd/High St (Malvern),0041,2166,2502595.898,2404928.509,26.0745582581,104.298234463,130.372792721
16748,6,Melbourne University to Glen Iris,Up,45-De La Salle College/High St (Malvern),0042,2167,2502894.111,2404878.133,6.51863956451,185.781232357,192.299871922
16749,6,Melbourne University to Glen Iris,Up,46-Fraser St/High St (Malvern),0043,2168,2503150.172,2404834.089,3.25931978226,19.5559191704,22.8152389526
16750,6,Melbourne University to Glen Iris,Up,47-Dixon St/High St (Malvern),0044,2169,2503344.988,2404804.268,3.25931978226,26.0745582581,29.3338780403
16751,6,Melbourne University to Glen Iris,Up,48-Tooronga Rd/High St (Glen Iris),0045,2170,2503639.233,2404753.978,3.25931978226,9.77795934677,13.037279129
16752,6,Melbourne University to Glen Iris,Up,49-Harold Holt Swim Centre/High St (Glen Iris),0046,2171,2503933.74,2404710.004,3.25931978226,3.25931978226,6.51863956451
16753,6,Melbourne University to Glen Iris,Up,50-Belmont Ave/High St (Glen Iris),0047,2172,2504259.921,2404661.343,3.25931978226,13.037279129,16.2965989113
16754,6,Melbourne University to Glen Iris,Up,51-Burke Rd/High St (Glen Iris),0048,2173,2504531.897,2404619.357,,13.037279129,13.037279129
16755,6,Melbourne University to Glen Iris,Up,52-Boyanda Rd/High St (Glen Iris),0049,2174,2504767.972,2404586.262,,9.77795934677,9.77795934677
16757,6,Glen Iris to Melbourne University,Down,53-Glen Iris/High St (Glen Iris),0001,1175,2504979.145,2404557.06,440.008175373,39.1118373871,479.12001276
16758,6,Glen Iris to Melbourne University,Down,52-Boyanda Rd/High St (Glen Iris),0002,1174,2504733.488,2404605.039,3.25931978226,,3.25931978226
16759,6,Glen Iris to Melbourne University,Down,51-Burke Rd/High St (Glen Iris),0003,1173,2504506.124,2404638.683,13.037279129,3.25931978226,16.2965989113
16760,6,Glen Iris to Melbourne University,Down,50-Erica Ave/High St (Glen Iris),0004,1172,2504246.555,2404679.441,22.8152389526,6.51863956451,29.3338785172
16761,6,Glen Iris to Melbourne University,Down,49-Harold Holt Swim Centre/High St (Glen Iris),0005,1171,2503888.961,2404733.555,65.1863965988,3.25931978226,68.4457163811
16762,6,Glen Iris to Melbourne University,Down,48-Tooronga Rd/High St (Glen Iris),0006,1170,2503612.139,2404775.855,39.1118373871,6.51863956451,45.6304769516
16764,6,Glen Iris to Melbourne University,Down,47-Dixon St/High St (Malvern),0007,1169,2503345.434,2404818.031,9.77795934677,6.51863956451,16.2965989113
16765,6,Glen Iris to Melbourne University,Down,46-Fraser St/High St (Malvern),0008,1168,2503133.899,2404852.63,19.5559186935,9.77795934677,29.3338780403
16766,6,Glen Iris to Melbourne University,Down,45-De La Salle College/High St (Malvern),0009,1167,2502849.24,2404902.011,19.5559186935,264.004909515,283.560828209
16767,6,Glen Iris to Melbourne University,Down,44-Glenferrie Rd/High St (Malvern),0010,1166,2502566.6,2404947.275,29.3338780403,39.1118378639,68.4457159042
16768,6,Glen Iris to Melbourne University,Down,43-Mercer Rd/High St (Armadale),0011,1165,2502282.461,2404993.418,6.51863956451,6.51863956451,13.037279129
16769,6,Glen Iris to Melbourne University,Down,42-Huntingtower Rd/High St (Armadale),0012,1164,2502082.797,2405025.657,19.5559186935,9.77795934677,29.3338780403
16770,6,Glen Iris to Melbourne University,Down,41-Kooyong Rd/High St (Armadale),0013,1163,2501811.413,2405071.336,22.8152384758,32.5931982994,55.4084367752
16771,6,Glen Iris to Melbourne University,Down,40-Armadale Station/High St (Armadale),0014,1162,2501606.201,2405104.453,78.223675251,3.25931978226,81.4829950333
16772,6,Glen Iris to Melbourne University,Down,39-Auburn Gr/High St (Armadale),0015,1161,2501317.3,2405153.117,13.037279129,3.25931978226,16.2965989113
16773,6,Glen Iris to Melbourne University,Down,38-Orrong Rd/High St (Armadale),0016,1160,2501007.98,2405205.103,39.1118373871,6.51863956451,45.6304769516
16774,6,Glen Iris to Melbourne University,Down,37-Airlie Ave/High St (Prahran),0017,1159,2500761.841,2405244.308,45.6304774284,3.25931978226,48.8897972107
16775,6,Glen Iris to Melbourne University,Down,36-Park Rd/High St (Prahran),0018,1158,2500552.308,2405278.509,65.1863975525,3.25931978226,68.4457173347
16776,6,Glen Iris to Melbourne University,Down,35-Williams Rd/High St (Prahran),0019,1157,2500204.345,2405339.236,91.26095438,6.51863956451,97.7795939445
16777,6,Glen Iris to Melbourne University,Down,34-Lewisham Rd/High St (Prahran),0020,1156,2499972.719,2405379.194,48.8897976875,3.25931978226,52.1491174698
16778,6,Glen Iris to Melbourne University,Down,33-The Avenue/High St (Prahran),0021,1155,2499831.911,2405402.5,22.8152389526,3.25931978226,26.0745587349
1696,5,Malvern to Melbourne University,Down,51-Nott St/Wattletree Rd (Malvern East),0002,1146,2504097.796,2404049.871,20.1150684357,3.35251140594,23.4675798416
17306,19,North Coburg to City (Elizabeth/Flinders St),Up,40-North Coburg Terminus/Sydney Rd (Coburg North),0001,1440,2496795.834,2419259.07,215.968744278,53.5459675789,269.514711857
17307,19,North Coburg to City (Elizabeth/Flinders St),Up,39-Mercy College/Sydney Rd (Coburg North),0002,1439,2496813.913,2419003.038,10.4501001835,13.9334669113,24.3835670948
17308,19,North Coburg to City (Elizabeth/Flinders St),Up,38-Carr St/Sydney Rd (Coburg North),0003,1438,2496882.055,2418756.347,90.5675373077,6.96673345566,97.5342707634
17309,19,North Coburg to City (Elizabeth/Flinders St),Up,37-Gaffney St/Sydney Rd (Coburg North),0004,1437,2496950.437,2418562.595,90.5675358772,10.4501001835,101.017636061
17310,19,North Coburg to City (Elizabeth/Flinders St),Up,36-Rogers St/Sydney Rd (Coburg),0005,1436,2497009.736,2418376.496,34.8336675167,,34.8336675167
17311,19,North Coburg to City (Elizabeth/Flinders St),Up,35-St Pauls Catholic Church/Sydney Rd (Coburg),0006,1435,2497085.084,2418157.885,177.651706934,3.48336672783,181.135073662
17312,19,North Coburg to City (Elizabeth/Flinders St),Up,34-Bell St/Sydney Rd (Coburg),0007,1434,2497061.869,2417752.341,167.201604366,45.2837674618,212.485371828
17313,19,North Coburg to City (Elizabeth/Flinders St),Up,33-Coburg Market/Sydney Rd (Coburg),0008,1433,2497035.242,2417533.028,195.068538189,13.9334669113,209.0020051
17314,19,North Coburg to City (Elizabeth/Flinders St),Up,32-Harding St/Sydney Rd (Coburg),0009,1432,2497008.872,2417338.796,174.168338299,6.96673345566,181.135071754
17315,19,North Coburg to City (Elizabeth/Flinders St),Up,31-Edward St/Sydney Rd (Coburg),0010,1431,2496955.257,2416940.232,188.10180521,3.48336672783,191.585171938
17316,19,North Coburg to City (Elizabeth/Flinders St),Up,30-The Avenue/Sydney Rd (Coburg),0011,1430,2496901.991,2416564.864,149.784771442,10.4501001835,160.234871626
17317,19,North Coburg to City (Elizabeth/Flinders St),Up,29-Moore St/Sydney Rd (Coburg),0012,1429,2496876.24,2416382.063,38.3170340061,3.48336672783,41.8004007339
17318,19,North Coburg to City (Elizabeth/Flinders St),Up,28-Moreland Rd/Sydney Rd (Coburg),0013,1428,2496849.703,2416182.059,240.352309227,48.7671349049,289.119444132
17319,19,North Coburg to City (Elizabeth/Flinders St),Up,27-Brunswick Tram Depot/Sydney Rd (Brunswick),0014,1427,2496817.012,2415947.425,135.85130477,17.4168336391,153.268138409
17320,19,North Coburg to City (Elizabeth/Flinders St),Up,26-Albion St/Sydney Rd (Brunswick),0015,1426,2496767.016,2415579.602,341.369947672,41.8004014492,383.170349121
17321,19,North Coburg to City (Elizabeth/Flinders St),Up,25-Stewart St/Sydney Rd (Brunswick),0016,1425,2496731.345,2415318.774,247.319043398,6.96673345566,254.285776854
17322,19,North Coburg to City (Elizabeth/Flinders St),Up,24-Blyth St/Sydney Rd (Brunswick),0017,1424,2496697.258,2415066.825,160.234869719,66.1839678288,226.418837547
17323,19,North Coburg to City (Elizabeth/Flinders St),Up,23-Victoria St/Sydney Rd (Brunswick),0018,1423,2496672.571,2414886.353,195.06854248,38.3170347214,233.385577202
17324,19,North Coburg to City (Elizabeth/Flinders St),Up,22-Albert St/Sydney Rd (Brunswick),0019,1422,2496645.338,2414688.567,219.452110291,41.8004007339,261.252511024
17325,19,North Coburg to City (Elizabeth/Flinders St),Up,21-Glenlyon Rd/Sydney Rd (Brunswick),0020,1421,2496606.25,2414399.323,170.684971809,170.684973955,341.369945765
17327,19,North Coburg to City (Elizabeth/Flinders St),Up,19-Brunswick Rd/Sydney Rd (Brunswick),0022,1419,2496513.24,2413709.843,240.352305174,41.8004007339,282.152705908
17328,19,North Coburg to City (Elizabeth/Flinders St),Up,18-Princes Park/Royal Pde (Parkville),0023,1418,2496489.979,2413509.838,13.9334669113,6.96673345566,20.900200367
17329,19,North Coburg to City (Elizabeth/Flinders St),Up,17-Ievers St/Royal Pde (Parkville),0024,1417,2496462.603,2413255.003,215.968741894,282.152700663,498.121442556
17330,19,North Coburg to City (Elizabeth/Flinders St),Up,16-Walker St/Royal Pde (Parkville),0025,1416,2496433.231,2412932.355,114.951104879,38.3170340061,153.268138885
17331,19,North Coburg to City (Elizabeth/Flinders St),Up,15-Leonard St/Royal Pde (Parkville),0026,1415,2496399.642,2412590.17,90.5675363541,24.3835678101,114.951104164
17332,19,North Coburg to City (Elizabeth/Flinders St),Up,14-Cemetery Road West/Royal Pde (Parkville),0027,1414,2496377.984,2412362.972,62.7006025314,6.96673345566,69.6673359871
17333,19,North Coburg to City (Elizabeth/Flinders St),Up,13-Gatehouse St/Royal Pde (Parkville),0028,1413,2496349.137,2412062.964,66.1839692593,17.4168336391,83.6008028984
17334,19,North Coburg to City (Elizabeth/Flinders St),Up,12-Morrah St/Royal Pde (Parkville),0029,1412,2496313.796,2411714.674,73.1507012844,128.884571552,202.035272837
17335,19,North Coburg to City (Elizabeth/Flinders St),Up,11-University of Melbourne/Royal Pde (Parkville),0030,3911,2496287.852,2411431.98,83.6008031368,470.254515648,553.855318785
17591,96,East Brunswick to St Kilda Beach,Up,7-Russell St/Bourke St (Melbourne City),0022,3207,2497212.314,2409803.606,82.1530210972,77.7123155594,159.865336657
17593,96,East Brunswick to St Kilda Beach,Up,6-Swanston St/Bourke St (Melbourne City),0023,3206,2497000.141,2409721.402,170.967090845,306.40856123,477.375652075
17594,96,East Brunswick to St Kilda Beach,Up,5-Elizabeth St/Bourke St (Melbourne City),0024,3205,2496776.526,2409638.078,195.390967607,177.628151894,373.019119501
17596,96,East Brunswick to St Kilda Beach,Up,4-Queen St/Bourke St (Melbourne City),0025,3204,2496559.956,2409563.631,24.4238712788,355.256308556,379.680179834
17597,96,East Brunswick to St Kilda Beach,Up,3-William St/Bourke St (Melbourne City),0026,3203,2496344.272,2409485.848,26.6442229748,353.035949707,379.680172682
17602,6,Glen Iris to Melbourne University,Down,32-Hornby St/High St (Prahran),0022,1154,2499686.351,2405429.022,52.1491174698,6.51863956451,58.6677570343
17603,6,Glen Iris to Melbourne University,Down,31-Chapel St/High St (Prahran),0023,1153,2499402.18,2405478.064,84.742313385,127.113473892,211.855787277
17604,6,Glen Iris to Melbourne University,Down,30-Latrobe St/High St (Windsor),0024,1152,2499095.916,2405526.65,71.7050361633,13.037279129,84.7423152924
17605,6,Glen Iris to Melbourne University,Down,29-Perth St/High St (Windsor),0025,1151,2498919.813,2405556.152,9.77795934677,9.77795982361,19.5559191704
17606,6,Glen Iris to Melbourne University,Down,28-Punt Rd/High St (Windsor),0026,1150,2498595.765,2405610.489,13.037279129,65.1863946915,78.2236738205
1784,19,City(Elizabeth/Flinders st) to North Coburg,Down,37-Gaffney St/Sydney Rd (Coburg),0037,2437,2496943.043,2418535.956,14.278924942,21.418387413,35.697312355
17848,96,East Brunswick to St Kilda Beach,Up,1-Spencer St/Bourke St (Melbourne City),0028,3201,2495906.753,2409328.044,55.5087976456,164.306040287,219.814837933
17849,86,City (Docklands) to Bundoora,Down,1-Spencer St/Bourke St (Melbourne City),0008,3301,2495984.303,2409366.594,742.718688011,3.18763399124,745.906322002
17850,19,City(Elizabeth/Flinders st) to North Coburg,Down,1-Flinders Street Railway Station/Elizabeth St (Melbourne City),0001,3801,2496909.194,2409219.817,903.14200592,,903.14200592
17851,19,City(Elizabeth/Flinders st) to North Coburg,Down,2-Collins St/Elizabeth St (Melbourne City),0002,3802,2496840.451,2409401.589,199.904944897,10.7091937065,210.614138603
17852,19,City(Elizabeth/Flinders st) to North Coburg,Down,3-Bourke St/Elizabeth St (Melbourne City),0003,3803,2496761.213,2409618.317,164.207632065,92.8130116463,257.020643711
17853,19,City(Elizabeth/Flinders st) to North Coburg,Down,4-Lonsdale St/Elizabeth St (Melbourne City),0004,3804,2496681.442,2409837.374,135.649783611,53.5459685326,189.195752144
17854,19,City(Elizabeth/Flinders st) to North Coburg,Down,5-La Trobe St/Elizabeth St (Melbourne City),0005,3805,2496604.048,2410049.44,1095.90747261,42.8367743492,1138.74424696
17855,19,City(Elizabeth/Flinders st) to North Coburg,Down,6-Franklin St/Elizabeth St (Melbourne City),0006,3806,2496514.924,2410293.02,49.9762368202,57.1156997681,107.091936588
17856,19,City(Elizabeth/Flinders st) to North Coburg,Down,7-Queen Victoria Market/Elizabeth St (Melbourne City),0007,3807,2496444.839,2410483.666,135.649785519,167.777366638,303.427152157
17857,57,City(Elizabeth/Flinders st) to West Maribyrnong,Down,8-Peel St/Victoria St (Melbourne City),0008,3818,2496147.698,2410557.896,7.0279083252,45.6814041138,52.709312439
17858,57,City(Elizabeth/Flinders st) to West Maribyrnong,Down,9-William St/Victoria St (Melbourne City),0009,3819,2495941.361,2410589.985,7.0279083252,80.8209457397,87.8488540649
17859,57,City(Elizabeth/Flinders st) to West Maribyrnong,Down,10-Chetwynd St/Victoria St (Melbourne City),0010,3820,2495807.502,2410608.787,14.0558166504,217.865158081,231.920974731
17860,57,City(Elizabeth/Flinders st) to West Maribyrnong,Down,11-Errol St/Victoria St (Melbourne City),0011,3821,2495545.946,2410645.277,49.1953582764,80.8209457397,130.016304016
17861,57,West Maribyrnong to City(Elizabeth/Flinders st),Up,11-Victoria St/Errol St (North Melbourne),0036,3921,2495538.888,2410670.801,125.142105103,20.8570175171,145.99912262
17862,57,West Maribyrnong to City(Elizabeth/Flinders st),Up,10-Chetwynd St/Victoria St (Melbourne City),0037,3920,2495775.794,2410622.089,55.6187133789,45.1902046204,100.808917999
17863,57,West Maribyrnong to City(Elizabeth/Flinders st),Up,9-Howard St/Victoria St (Melbourne City),0038,3919,2495905.249,2410604.396,52.1425437927,13.9046783447,66.0472221375
17864,57,West Maribyrnong to City(Elizabeth/Flinders st),Up,8-Peel St/Victoria St (Melbourne City),0039,3918,2496103.395,2410576.743,10.4285087585,17.3808479309,27.8093566895
17865,19,City(Elizabeth/Flinders st) to North Coburg,Down,8-Queensberry St/Elizabeth St (Melbourne City),0008,3808,2496340.284,2410755.761,14.2789244652,82.1038174629,96.3827419281
17866,19,City(Elizabeth/Flinders st) to North Coburg,Down,9-Haymarket/Elizabeth St (Melbourne City),0009,3809,2496254.489,2411005.332,35.6973114014,28.5578489304,64.2551603317
17867,19,City(Elizabeth/Flinders st) to North Coburg,Down,10-Royal Melbourne Hospital/Royal Pde (Melbourne City),0010,3810,2496251.922,2411232.743,142.789243698,631.842402935,774.631646633
17868,19,North Coburg to City (Elizabeth/Flinders St),Up,10-Royal Melbourne Hospital/Royal Pde (Parkville),0031,3910,2496271.809,2411267.823,62.7006013393,334.40321064,397.103811979
17869,19,North Coburg to City (Elizabeth/Flinders St),Up,9-Haymarket Walk/Elizabeth St (Melbourne City),0032,3909,2496279.068,2410984.589,6.96673345566,3.48336672783,10.4501001835
17870,19,North Coburg to City (Elizabeth/Flinders St),Up,8-Queensberry St/Elizabeth St (Melbourne City),0033,3908,2496346.783,2410795.608,41.8004007339,101.017636538,142.818037271
17871,19,North Coburg to City (Elizabeth/Flinders St),Up,7-Queen Victoria Market/Elizabeth St (Melbourne City),0034,3907,2496467.484,2410450.379,132.367937565,153.268138409,285.636075974
17872,19,North Coburg to City (Elizabeth/Flinders St),Up,6-Franklin St/Elizabeth St (Melbourne City),0035,3906,2496509.095,2410335.525,34.8336672783,87.0841703415,121.91783762
17873,19,North Coburg to City (Elizabeth/Flinders St),Up,5-La Trobe St/Elizabeth St (Melbourne City),0036,3905,2496597.071,2410099.936,55.7338676453,400.587180376,456.321048021
17874,19,North Coburg to City (Elizabeth/Flinders St),Up,4-Lonsdale St/Elizabeth St (Melbourne City),0037,3904,2496674.469,2409879.991,104.501003981,261.252509117,365.753513098
17875,19,North Coburg to City (Elizabeth/Flinders St),Up,3-Bourke St/Elizabeth St (Melbourne City),0038,3903,2496753.095,2409663.929,24.3835670948,693.190001011,717.573568106
17876,19,North Coburg to City (Elizabeth/Flinders St),Up,2-Collins St/Elizabeth St (Melbourne City),0039,3902,2496833.743,2409443.872,38.3170340061,759.373965979,797.690999985
17877,19,North Coburg to City (Elizabeth/Flinders St),Up,1-Flinders Street Railway Station/Elizabeth St (Melbourne City),0040,8007,2496904.698,2409235.132,27.8093566895,505.088178635,532.897535324
17878,96,East Brunswick to St Kilda Beach,Up,12-Gertrude St/Nicholson St (Fitzroy),0016,3212,2497671.729,2410559.568,22.2035191059,73.2716116905,95.4751307964
17879,96,East Brunswick to St Kilda Beach,Up,11-Victoria Pde/Nicholson St (Fitzroy),0017,3211,2497649.762,2410388.642,4.44070386887,159.865335703,164.306039572
17880,35,Docklands to Spring Street,Down,10-Albert St/Nicholson St (Fitzroy),0015,3210,2497627.796,2410217.715,121.096264839,93.7519464493,214.848211288
17882,96,East Brunswick to St Kilda Beach,Up,9-Spring St/Bourke St (Melbourne City),0020,3209,2497585.609,2409941.346,150.983926296,219.814836025,370.798762321
17885,86,City (Docklands) to Bundoora,Down,3-William St/Bourke St (Melbourne City),0009,3303,2496299.371,2409478.06,159.381694794,216.759103775,376.140798569
17886,86,City (Docklands) to Bundoora,Down,4-Queen St/Bourke St (Melbourne City),0010,3304,2496518.576,2409558.064,73.315580368,321.951029778,395.266610146
17887,86,City (Docklands) to Bundoora,Down,5-Elizabeth St/Bourke St (Melbourne City),0011,3305,2496775.112,2409653.283,255.010713577,191.258033752,446.26874733
17888,86,City (Docklands) to Bundoora,Down,6-Swanston St/Bourke St (Melbourne City),0012,3306,2496996.79,2409734.608,344.264458656,226.322004795,570.586463451
17889,86,City (Docklands) to Bundoora,Down,7-Russell St/Bourke St (Melbourne City),0013,3307,2497169.171,2409796.932,57.3774123192,239.072548389,296.449960709
1789,5,Malvern to Melbourne University,Down,50-Anderson St/Wattletree Rd (Malvern East),0003,1145,2503816.951,2404092.846,16.7625570297,10.0575342178,26.8200912476
17891,86,City (Docklands) to Bundoora,Down,9-Spring St/Bourke St (Melbourne City),0014,3309,2497600.574,2409955.778,219.946738243,127.505355835,347.452094078
