Metlink_Stop_ID,Boardings,Alightings,wk7am7pm
1000,,8.0,8.0
10000,4.5,9.0,13.5
10001,8.57142857143,12.2142857143,20.7857142857
10002,1.64285714286,,1.64285714286
10003,9.0,4.5,13.5
10004,1.5,3.0,4.5
10006,12.6818181818,20.5909090909,33.2727272727
10007,10.5,10.5,21.0
10008,22.5,6.0,28.5
10009,37.5,3.0,40.5
1001,2.0,11.7647058824,13.7647058824
10010,28.5,9.0,37.5
10011,19.5,,19.5
10012,12.0,4.5,16.5
10013,1.5,12.0,13.5
10014,,,0.0
10016,8.57142857143,24.0,32.5714285714
10017,,8.57142857143,8.57142857143
10018,74.217879257,133.309210526,207.527089783
10019,13.3333333333,10.6666666667,24.0
1002,2.0,50.0,52.0
10020,37.3333333333,21.3333333333,58.6666666667
10021,133.333333333,24.0,157.333333333
10022,18.6666666667,13.3333333333,32.0
10023,8.0,10.6666666667,18.6666666667
10025,,18.6666666667,18.6666666667
10026,5.33333333333,26.6666666667,32.0
10027,8.0,18.6666666667,26.6666666667
10028,10.6666666667,37.3333333333,48.0
10029,5.33333333333,16.0,21.3333333333
1003,4.0,8.0,12.0
10030,8.0,13.3333333333,21.3333333333
10031,8.0,8.0,16.0
10032,9.50724637681,56.231884058,65.7391304348
10033,62.0289855072,95.0724637681,157.101449275
10034,2.08695652174,20.7536231884,22.8405797101
10035,12.7536231884,27.9420289855,40.6956521739
10036,,29.6811594203,29.6811594203
10037,,8.92753623188,8.92753623188
10038,7.42028985507,8.92753623188,16.347826087
10039,14.8405797101,6.84057971014,21.6811594203
1004,4.0,6.0,10.0
10040,66.7826086957,68.4057971014,135.188405797
10041,25.8550724638,13.1014492754,38.9565217391
10042,38.8405797101,36.5217391304,75.3623188406
10043,77.3333333333,125.333333333,202.666666667
10044,112.0,37.3333333333,149.333333333
10045,18.6666666667,16.0,34.6666666667
10047,13.3333333333,5.33333333333,18.6666666667
10048,29.3333333333,10.6666666667,40.0
10049,32.0,,32.0
1005,22.0,10.0,32.0
10050,37.3333333333,37.3333333333,74.6666666667
10051,47.1884057971,58.8985507246,106.086956522
10052,33.2753623188,19.5942028986,52.8695652174
10053,30.6086956522,43.7101449275,74.3188405797
10054,,13.3333333333,13.3333333333
10055,53.3333333333,64.0,117.333333333
10056,11.9444444444,2.38888888889,14.3333333333
10057,,4.77777777778,4.77777777778
10058,2.38888888889,2.38888888889,4.77777777778
10059,7.16666666667,4.77777777778,11.9444444444
1006,20.0,27.8823529412,47.8823529412
10060,,4.77777777778,4.77777777778
10061,,,0.0
10062,,,0.0
10063,2.66666666667,,2.66666666667
10064,,2.25,2.25
10065,,,0.0
10066,,4.5,4.5
10067,,2.25,2.25
10068,2.25,9.0,11.25
10069,,18.0,18.0
1007,2.0,4.0,6.0
10070,4.5,,4.5
10071,,6.75,6.75
10072,,,0.0
10073,,3.6,3.6
10074,1.8,1.8,3.6
10075,10.8,,10.8
10076,9.0,,9.0
10077,1.8,,1.8
10078,,1.8,1.8
10079,,,0.0
1008,2.0,20.0,22.0
10080,1.8,,1.8
10081,1.8,,1.8
10082,,1.8,1.8
10084,,1.8,1.8
10085,1.8,,1.8
10086,,,0.0
10087,,,0.0
10088,,10.8,10.8
1009,21.7647058824,8.0,29.7647058824
10091,3.2,10.8,14.0
10093,1.6,4.8,6.4
10094,9.6,8.0,17.6
10095,8.0,3.2,11.2
10099,30.2,12.7142857143,42.9142857143
101,4.96428571429,23.2595238095,28.2238095238
1010,32.0,7.88235294118,39.8823529412
10100,8.0,4.8,12.8
10101,19.2,1.6,20.8
10102,20.8,16.0,36.8
10103,14.4,3.2,17.6
10104,46.4,22.4,68.8
10105,9.6,1.6,11.2
10106,4.8,3.2,8.0
10107,4.8,,4.8
10108,14.4,3.2,17.6
10109,9.6,11.2,20.8
1011,2.0,8.0,10.0
10110,8.0,3.2,11.2
10111,1.6,6.4,8.0
10112,15.0021921812,2.14285714286,17.1450493241
10113,4.28571428571,12.8571428571,17.1428571429
10114,2.14285714286,0.0,2.14285714286
10118,6.42857142857,,6.42857142857
10119,4.28571428571,2.14285714286,6.42857142857
1012,10.0,10.0,20.0
10120,,2.14285714286,2.14285714286
10121,10.7142857143,,10.7142857143
10122,4.28571428571,23.5714285714,27.8571428571
10123,,,0.0
10124,6.42857142857,6.42857142857,12.8571428571
10125,,,0.0
10126,2.14285714286,,2.14285714286
1013,2.0,8.0,10.0
10131,,2.55555555556,2.55555555556
10132,10.2222222222,,10.2222222222
10133,5.11111111111,7.66666666667,12.7777777778
10134,15.3333333333,7.66666666667,23.0
10135,,5.11111111111,5.11111111111
10137,,5.11111111111,5.11111111111
10138,,,0.0
10139,10.2222222222,,10.2222222222
1014,14.0,16.0,30.0
10140,5.11111111111,,5.11111111111
10141,10.2222222222,,10.2222222222
10142,5.11111111111,2.55555555556,7.66666666667
10144,7.66666666667,,7.66666666667
10145,10.2222222222,,10.2222222222
10146,10.2222222222,5.11111111111,15.3333333333
10147,,2.55555555556,2.55555555556
10148,7.66666666667,,7.66666666667
10149,5.11111111111,,5.11111111111
1015,4.0,7.88235294118,11.8823529412
10150,2.55555555556,,2.55555555556
10151,7.66666666667,,7.66666666667
10152,,,0.0
10153,74.1111111111,80.0,154.111111111
10154,2.55555555556,,2.55555555556
10155,10.2222222222,,10.2222222222
10157,2.55555555556,2.55555555556,5.11111111111
10158,2.55555555556,,2.55555555556
10159,2.55555555556,2.55555555556,5.11111111111
1016,4.0,4.0,8.0
10160,16.1111111111,16.1111111111,32.2222222222
10161,,,0.0
10162,12.8888888889,6.44444444444,19.3333333333
10163,1.61111111111,4.83333333333,6.44444444444
10164,24.1459096459,2.68803418803,26.8339438339
10165,2.68803418803,,2.68803418803
10166,35.4126984127,23.1043956044,58.5170940171
10167,,22.0213675214,22.0213675214
10168,2.85714285714,,2.85714285714
10169,5.71428571429,20.0,25.7142857143
1017,12.0,12.0,24.0
10170,17.1428571429,8.57142857143,25.7142857143
10171,2.85714285714,5.71428571429,8.57142857143
10172,,22.8571428571,22.8571428571
10173,5.71428571429,11.4285714286,17.1428571429
10174,,14.2857142857,14.2857142857
10175,,5.71428571429,5.71428571429
10176,11.4285714286,17.1428571429,28.5714285714
10177,60.0,48.5714285714,108.571428571
10178,31.4285714286,22.8571428571,54.2857142857
10179,8.57142857143,40.0,48.5714285714
1018,54.2745098039,28.6666666667,82.9411764706
10180,11.4285714286,31.4285714286,42.8571428571
10184,2.85714285714,11.4285714286,14.2857142857
10185,2.85714285714,40.0,42.8571428571
10186,8.57142857143,11.4285714286,20.0
10187,14.2857142857,74.2857142857,88.5714285714
10188,,11.4285714286,11.4285714286
10189,5.71428571429,22.8571428571,28.5714285714
1019,4.0,12.0,16.0
10190,,2.85714285714,2.85714285714
10194,,,0.0
10195,13.3333333333,10.2222222222,23.5555555556
10196,,2.66666666667,2.66666666667
10197,,8.0,8.0
10198,,2.66666666667,2.66666666667
10199,5.33333333333,2.66666666667,8.0
102,175.652777778,207.895833333,383.548611111
1020,2.0,11.8823529412,13.8823529412
10200,10.6666666667,16.0,26.6666666667
10201,2.66666666667,5.33333333333,8.0
10202,,5.33333333333,5.33333333333
10203,,2.66666666667,2.66666666667
10204,106.666666667,37.3333333333,144.0
10205,18.6666666667,,18.6666666667
10206,5.33333333333,24.0,29.3333333333
10207,,2.66666666667,2.66666666667
10208,,16.0,16.0
10209,,18.6666666667,18.6666666667
1021,10.0,4.0,14.0
10210,2.66666666667,10.6666666667,13.3333333333
10211,,13.3333333333,13.3333333333
10212,28.0,7.0,35.0
10213,44.3333333333,9.33333333333,53.6666666667
10214,,2.33333333333,2.33333333333
10215,35.0,14.0,49.0
10216,2.33333333333,4.66666666667,7.0
10217,,,0.0
10218,7.0,16.3333333333,23.3333333333
10219,2.33333333333,14.0,16.3333333333
1022,18.4705882353,42.1176470588,60.5882352941
10220,2.33333333333,7.0,9.33333333333
10221,11.6666666667,11.6666666667,23.3333333333
10222,39.6666666667,9.33333333333,49.0
10223,14.0,7.0,21.0
10224,32.4666666667,1.53333333333,34.0
10225,,3.06666666667,3.06666666667
10227,2.25,,2.25
10228,,,0.0
10229,4.5,,4.5
1023,5.64705882353,13.2941176471,18.9411764706
10230,2.25,,2.25
10231,4.5,,4.5
10232,22.5,2.25,24.75
10233,6.75,2.25,9.0
10234,2.25,2.25,4.5
10235,,,0.0
10236,,,0.0
10237,,,0.0
10238,,18.0,18.0
10239,,,0.0
1024,,6.82352941176,6.82352941176
10240,,,0.0
10241,,,0.0
10242,12.8571428571,,12.8571428571
10243,,,0.0
10244,1.6,1.6,3.2
10245,,6.4,6.4
10246,,4.8,4.8
10247,,1.6,1.6
10248,,1.6,1.6
10249,1.6,,1.6
1025,13.6470588235,25.4117647059,39.0588235294
10250,,,0.0
10251,,,0.0
10252,,,0.0
10253,,,0.0
10254,,,0.0
10255,,,0.0
10256,,,0.0
10257,,,0.0
10258,,8.72727272727,8.72727272727
10259,2.0,4.0,6.0
1026,12.0,13.7647058824,25.7647058824
10260,3.0,3.0,6.0
10261,3.0,,3.0
10262,4.5,3.0,7.5
10263,3.0,12.0,15.0
10264,3.0,,3.0
10265,,1.5,1.5
10266,1.5,,1.5
10267,6.0,7.5,13.5
10268,1.5,3.0,4.5
10269,4.5,1.5,6.0
1027,14.0,14.0,28.0
10270,,3.0,3.0
10271,3.0,4.5,7.5
10272,1.5,,1.5
10273,1.5,3.0,4.5
10274,1.5,4.5,6.0
10275,3.0,4.5,7.5
10276,,,0.0
10277,1.5,6.0,7.5
10278,10.5,3.0,13.5
10279,15.0,10.5,25.5
1028,8.0,14.0,22.0
10283,10.5,,10.5
10284,4.5,,4.5
10285,,,0.0
10286,10.5,,10.5
10287,4.5,,4.5
10288,10.5,1.5,12.0
10289,3.0,4.5,7.5
1029,8.0,8.0,16.0
10291,4.5,4.5,9.0
10292,,1.2,1.2
10293,2.2,,2.2
10294,,,0.0
10295,1.1,,1.1
10296,2.2,,2.2
10297,1.45454545455,7.27272727273,8.72727272727
10298,2.90909090909,2.90909090909,5.81818181818
10299,4.36363636364,7.27272727273,11.6363636364
103,9.2619047619,22.7047619048,31.9666666667
1030,6.0,10.0,16.0
10300,20.3636363636,10.1818181818,30.5454545455
10301,37.8181818182,11.6363636364,49.4545454545
10303,45.0909090909,17.4545454545,62.5454545455
10304,14.5454545455,1.45454545455,16.0
10305,,,0.0
10306,5.81818181818,,5.81818181818
10307,5.14285714286,2.90909090909,8.05194805195
10308,8.38961038961,8.72727272727,17.1168831169
10309,1.45454545455,11.6363636364,13.0909090909
1031,11.8333333333,16.4444444444,28.2777777778
10310,4.36363636364,4.36363636364,8.72727272727
10312,16.3636363636,4.72727272727,21.0909090909
10313,7.27272727273,11.6363636364,18.9090909091
10314,8.72727272727,13.0909090909,21.8181818182
10315,4.36363636364,21.8181818182,26.1818181818
10316,2.90909090909,21.8181818182,24.7272727273
10317,,17.4545454545,17.4545454545
10318,13.0909090909,5.81818181818,18.9090909091
1032,16.4285714286,2.0,18.4285714286
10320,,4.92857142857,4.92857142857
10321,3.28571428571,4.92857142857,8.21428571429
10322,,1.64285714286,1.64285714286
10323,29.5714285714,19.7142857143,49.2857142857
10324,5.14285714286,6.85714285714,12.0
10325,3.42857142857,3.42857142857,6.85714285714
10326,6.85714285714,1.71428571429,8.57142857143
10327,,3.42857142857,3.42857142857
10328,2.27272727273,2.27272727273,4.54545454545
1033,56.3431164488,56.5243549204,112.867471369
10336,,,0.0
10338,,3.09090909091,3.09090909091
10339,11.9794871795,3.69230769231,15.6717948718
1034,7.76470588235,8.0,15.7647058824
10340,3.69230769231,20.5230769231,24.2153846154
10341,23.0564102564,22.3692307692,45.4256410256
10343,5.53846153846,13.1384615385,18.6769230769
10344,1.84615384615,11.9794871795,13.8256410256
10345,,,0.0
10346,158.133333333,304.717948718,462.851282051
10347,7.6,49.7641025641,57.3641025641
10348,12.4512820513,21.4256410256,33.8769230769
10349,6.91282051282,11.9794871795,18.8923076923
1035,50.6461538462,5.6,56.2461538462
10350,15.6717948718,9.44615384615,25.1179487179
10351,18.2051282051,21.4256410256,39.6307692308
10352,18.8923076923,17.5179487179,36.4102564103
10353,12.6666666667,2.53333333333,15.2
10354,25.1179487179,19.3641025641,44.4820512821
10355,6.91282051282,6.91282051282,13.8256410256
10356,113.569230769,190.287179487,303.856410256
10357,24.6461538462,14.5128205128,39.158974359
10358,,2.0,2.0
10359,1.63636363636,3.27272727273,4.90909090909
1036,104.125,108.375,212.5
10360,1.63636363636,9.81818181818,11.4545454545
10361,4.90909090909,9.81818181818,14.7272727273
10362,,14.7272727273,14.7272727273
10363,1.63636363636,,1.63636363636
10364,18.0,9.81818181818,27.8181818182
10365,4.90909090909,3.27272727273,8.18181818182
10366,1.63636363636,6.54545454545,8.18181818182
10367,4.90909090909,,4.90909090909
10368,1.63636363636,1.63636363636,3.27272727273
10369,14.7272727273,13.0909090909,27.8181818182
1037,21.25,4.25,25.5
10372,8.55944055944,7.93006993007,16.4895104895
10373,17.6223776224,12.5874125874,30.2097902098
10374,24.4195804196,5.79020979021,30.2097902098
10375,6.04195804196,,6.04195804196
10376,6.04195804196,4.90909090909,10.951048951
10377,2.76923076923,1.63636363636,4.40559440559
10378,21.5244755245,4.90909090909,26.4335664336
1038,4.25,,4.25
10381,7.0,5.0,12.0
10382,4.15384615385,22.1538461538,26.3076923077
10385,4.0,,4.0
10386,94.9846153846,34.4615384615,129.446153846
10387,9.57692307692,6.07692307692,15.6538461538
10388,7.76923076923,11.1538461538,18.9230769231
10389,2.0,9.46153846154,11.4615384615
1039,,,0.0
10390,3.38461538462,7.76923076923,11.1538461538
10391,6.76923076923,2.69230769231,9.46153846154
10392,6.38461538462,3.38461538462,9.76923076923
10393,1.69230769231,,1.69230769231
10394,,1.69230769231,1.69230769231
10395,3.69230769231,1.0,4.69230769231
10396,,,0.0
10397,,,0.0
10398,1.0,1.0,2.0
104,3.5,24.6833333333,28.1833333333
1040,,8.5,8.5
10400,,1.0,1.0
10402,,1.71428571429,1.71428571429
10403,5.14285714286,,5.14285714286
10404,,4.54545454545,4.54545454545
1041,,10.625,10.625
10414,,,0.0
10415,1.54545454545,,1.54545454545
10416,,4.63636363636,4.63636363636
1042,4.25,4.25,8.5
10421,4.66666666667,12.4444444444,17.1111111111
10422,6.35897435897,22.735042735,29.094017094
10423,11.2991452991,24.0170940171,35.3162393162
10424,13.1111111111,117.076923077,130.188034188
10425,8.46153846154,13.5384615385,22.0
10426,6.22222222222,3.11111111111,9.33333333333
10427,7.77777777778,4.77777777778,12.5555555556
10428,4.66666666667,1.55555555556,6.22222222222
10429,70.7777777778,21.8888888889,92.6666666667
1043,,,0.0
10430,,4.66666666667,4.66666666667
10431,10.8888888889,22.0,32.8888888889
10432,,4.66666666667,4.66666666667
10433,12.4444444444,15.6666666667,28.1111111111
10434,4.66666666667,8.0,12.6666666667
10435,9.33333333333,21.7777777778,31.1111111111
10436,17.1111111111,14.1111111111,31.2222222222
10437,6.22222222222,6.22222222222,12.4444444444
10438,7.77777777778,15.5555555556,23.3333333333
10439,3.11111111111,4.66666666667,7.77777777778
1044,,2.125,2.125
10440,3.11111111111,4.77777777778,7.88888888889
10441,9.44444444444,49.7777777778,59.2222222222
10442,240.111111111,159.888888889,400.0
10443,28.5111111111,17.1111111111,45.6222222222
10444,23.6888888889,4.66666666667,28.3555555556
10445,115.444444444,15.5555555556,131.0
10446,26.9777777778,9.55555555556,36.5333333333
10447,35.4222222222,40.2,75.6222222222
1045,,,0.0
10451,9.6875,5.8125,15.5
10452,3.875,,3.875
10453,3.875,7.75,11.625
10454,7.75,13.5625,21.3125
10455,9.6875,7.75,17.4375
10456,9.6875,21.3125,31.0
10457,3.875,,3.875
10458,,,0.0
1046,104.125,17.0,121.125
10460,17.4375,7.75,25.1875
10461,29.0625,1.9375,31.0
10462,9.6875,3.875,13.5625
10463,58.125,5.8125,63.9375
10465,15.5,7.75,23.25
10467,9.6875,3.875,13.5625
10468,3.875,1.9375,5.8125
1047,36.125,10.625,46.75
10470,27.125,56.1875,83.3125
10471,,,0.0
10472,3.875,1.9375,5.8125
10473,11.625,1.9375,13.5625
10474,29.0625,5.8125,34.875
10475,36.8125,,36.8125
10476,3.875,,3.875
10477,7.75,5.8125,13.5625
10478,3.875,5.8125,9.6875
10479,1.9375,3.875,5.8125
1048,17.0,,17.0
10480,65.875,94.9375,160.8125
10481,387.5,133.6875,521.1875
10482,5.875,3.875,9.75
10483,1.9375,11.625,13.5625
10484,9.9375,34.9375,44.875
10485,2.0,17.5,19.5
10486,8.7375,22.4375,31.175
10488,,21.3125,21.3125
10489,3.875,17.4375,21.3125
1049,38.25,4.25,42.5
10490,,13.5625,13.5625
10491,3.875,31.0,34.875
10492,13.5625,77.5,91.0625
10494,9.6875,19.375,29.0625
10495,9.6875,5.8125,15.5
10496,5.8125,15.5,21.3125
10497,1.9375,3.875,5.8125
10498,3.875,3.875,7.75
10499,1.9375,3.875,5.8125
105,3.14285714286,35.4523809524,38.5952380952
1050,17.0,6.375,23.375
10500,3.875,7.75,11.625
10501,29.0625,7.75,36.8125
10502,1.9375,,1.9375
10503,3.875,3.875,7.75
10504,19.375,11.625,31.0
10505,1.9375,1.9375,3.875
10507,19.375,13.5625,32.9375
10508,5.8125,7.75,13.5625
1051,19.125,17.0,36.125
10510,96.875,236.375,333.25
10511,,,0.0
10512,8.83333333333,,8.83333333333
10513,2.91666666667,7.33333333333,10.25
10514,7.39583333333,31.3333333333,38.7291666667
10515,16.1666666667,6.0,22.1666666667
10516,1.66666666667,,1.66666666667
10517,,1.66666666667,1.66666666667
10518,,3.33333333333,3.33333333333
10519,30.0,,30.0
1052,10.625,8.5,19.125
10520,,88.3333333333,88.3333333333
10521,1.66666666667,13.3333333333,15.0
10522,1.66666666667,,1.66666666667
10523,,3.33333333333,3.33333333333
10524,3.33333333333,35.0,38.3333333333
10525,3.33333333333,16.6666666667,20.0
10526,1.66666666667,13.3333333333,15.0
10527,,1.66666666667,1.66666666667
10528,28.3333333333,128.333333333,156.666666667
10529,,45.0,45.0
1053,,23.375,23.375
10530,6.66666666667,15.0,21.6666666667
10531,20.0,8.33333333333,28.3333333333
10532,28.3333333333,6.66666666667,35.0
10534,10.0,3.33333333333,13.3333333333
10535,21.6666666667,3.33333333333,25.0
10536,40.0,31.6666666667,71.6666666667
10537,25.0,6.66666666667,31.6666666667
10538,41.6666666667,13.3333333333,55.0
10539,31.6666666667,8.33333333333,40.0
1054,14.875,23.375,38.25
10540,28.3333333333,8.33333333333,36.6666666667
10541,8.33333333333,3.33333333333,11.6666666667
10542,3.33333333333,1.66666666667,5.0
10543,5.0,1.66666666667,6.66666666667
10544,10.0,1.66666666667,11.6666666667
10546,5.0,1.66666666667,6.66666666667
10547,3.33333333333,,3.33333333333
10548,10.0,,10.0
10549,3.33333333333,5.0,8.33333333333
10550,2.25,,2.25
10551,9.0,,9.0
10552,,,0.0
10553,9.0,,9.0
10554,,,0.0
10555,1.125,,1.125
10556,,,0.0
10557,1.125,,1.125
10558,1.125,,1.125
10559,2.25,,2.25
1056,17.0,6.375,23.375
10561,3.375,1.125,4.5
10562,1.125,,1.125
10563,,3.375,3.375
10564,,,0.0
10566,1.66666666667,5.0,6.66666666667
10567,10.0,,10.0
10568,,1.66666666667,1.66666666667
10569,,,0.0
1057,12.75,8.5,21.25
10570,11.6666666667,23.3333333333,35.0
10571,3.33333333333,10.0,13.3333333333
10574,,5.0,5.0
10576,1.66666666667,,1.66666666667
10579,13.3333333333,1.66666666667,15.0
1058,6.375,12.75,19.125
10580,8.33333333333,,8.33333333333
10581,6.66666666667,1.66666666667,8.33333333333
10582,5.0,,5.0
10583,15.0,11.6666666667,26.6666666667
10584,8.33333333333,51.6666666667,60.0
10587,,,0.0
10588,5.0,,5.0
10589,,3.33333333333,3.33333333333
1059,6.375,10.625,17.0
10590,1.66666666667,1.66666666667,3.33333333333
10592,,1.66666666667,1.66666666667
10595,,4.625,4.625
10596,3.46875,2.3125,5.78125
10597,2.3125,10.40625,12.71875
10598,3.46875,26.59375,30.0625
10599,19.65625,18.5,38.15625
106,29.319047619,93.5047619048,122.823809524
1060,4.25,6.375,10.625
10600,11.5625,20.8125,32.375
10601,24.28125,35.84375,60.125
10602,11.5625,5.78125,17.34375
10603,15.03125,24.28125,39.3125
10604,30.0625,31.21875,61.28125
10605,9.25,26.59375,35.84375
10606,16.1875,19.65625,35.84375
10607,11.5625,10.40625,21.96875
10608,10.40625,4.625,15.03125
1061,2.125,10.625,12.75
10610,,6.9375,6.9375
10611,1.15625,5.78125,6.9375
10612,3.46875,3.46875,6.9375
10614,,,0.0
10615,,,0.0
10617,64.75,42.78125,107.53125
10618,,1.15625,1.15625
1062,1.88235294118,60.2283281734,62.1106811146
10621,36.3076923077,,36.3076923077
10622,2.30769230769,,2.30769230769
10623,,16.1538461538,16.1538461538
10625,8.61538461538,19.5384615385,28.1538461538
10628,35.6923076923,32.6923076923,68.3846153846
10629,11.5384615385,16.5384615385,28.0769230769
10630,,7.61538461538,7.61538461538
10631,4.0,12.6153846154,16.6153846154
10632,12.3516483516,11.1648351648,23.5164835165
10633,8.30769230769,15.967032967,24.2747252747
10634,8.61538461538,10.9230769231,19.5384615385
10635,,2.30769230769,2.30769230769
10636,5.61538461538,3.30769230769,8.92307692308
10638,,,0.0
10639,2.0,2.0,4.0
10640,5.0,7.0,12.0
10641,15.0,13.0,28.0
10642,8.0,5.0,13.0
10643,2.0,10.0,12.0
10644,6.5974025974,,6.5974025974
10645,,2.90909090909,2.90909090909
10646,,2.57142857143,2.57142857143
10647,2.57142857143,2.57142857143,5.14285714286
10648,5.14285714286,46.2857142857,51.4285714286
10649,,7.71428571429,7.71428571429
1065,7.15714285714,2.42857142857,9.58571428571
10650,7.71428571429,7.71428571429,15.4285714286
10651,,5.14285714286,5.14285714286
10652,2.57142857143,12.8571428571,15.4285714286
10653,,7.71428571429,7.71428571429
10654,,,0.0
10655,2.57142857143,5.14285714286,7.71428571429
10656,7.71428571429,5.14285714286,12.8571428571
10657,2.57142857143,15.4285714286,18.0
10658,2.57142857143,10.2857142857,12.8571428571
10659,10.2857142857,15.4285714286,25.7142857143
1066,6.375,12.75,19.125
10660,2.57142857143,10.2857142857,12.8571428571
10661,2.57142857143,2.57142857143,5.14285714286
10662,7.71428571429,2.57142857143,10.2857142857
10663,,10.2857142857,10.2857142857
10665,1.45454545455,5.81818181818,7.27272727273
10666,4.36363636364,1.45454545455,5.81818181818
10667,,4.36363636364,4.36363636364
10668,,,0.0
10669,,2.90909090909,2.90909090909
1067,,6.375,6.375
10670,36.5714285714,54.7012987013,91.2727272727
10671,,1.45454545455,1.45454545455
10672,2.90909090909,,2.90909090909
10673,1.45454545455,,1.45454545455
10674,2.90909090909,1.45454545455,4.36363636364
10675,,,0.0
10676,,5.81818181818,5.81818181818
10677,4.36363636364,11.6363636364,16.0
10678,2.90909090909,2.90909090909,5.81818181818
10679,11.6363636364,11.6363636364,23.2727272727
1068,12.75,6.375,19.125
10680,1.45454545455,5.81818181818,7.27272727273
10681,,2.90909090909,2.90909090909
10682,7.27272727273,10.1818181818,17.4545454545
10683,29.0909090909,2.90909090909,32.0
10684,,4.36363636364,4.36363636364
10685,2.90909090909,2.90909090909,5.81818181818
10687,37.2222222222,,37.2222222222
10688,1.45454545455,,1.45454545455
10689,1.45454545455,1.45454545455,2.90909090909
1069,10.625,8.5,19.125
10690,1.0,1.45454545455,2.45454545455
10691,4.36363636364,,4.36363636364
10692,,8.27272727273,8.27272727273
10693,,2.0,2.0
10694,,,0.0
10696,114.183760684,24.4807692308,138.664529915
10697,,,0.0
10698,,,0.0
10699,,6.55555555556,6.55555555556
107,,36.7058823529,36.7058823529
1070,10.625,10.625,21.25
10701,4.36363636364,1.45454545455,5.81818181818
10702,,2.90909090909,2.90909090909
10703,7.27272727273,10.1818181818,17.4545454545
10704,,2.90909090909,2.90909090909
10705,5.81818181818,2.90909090909,8.72727272727
10706,4.36363636364,5.81818181818,10.1818181818
10707,4.36363636364,8.72727272727,13.0909090909
10708,,14.5454545455,14.5454545455
10709,20.3636363636,37.8181818182,58.1818181818
1071,6.375,10.625,17.0
10710,1.45454545455,,1.45454545455
10711,4.36363636364,1.45454545455,5.81818181818
10712,11.6363636364,2.90909090909,14.5454545455
10713,7.27272727273,2.90909090909,10.1818181818
10714,14.5454545455,10.1818181818,24.7272727273
10715,1.45454545455,2.90909090909,4.36363636364
10716,,,0.0
10717,93.0909090909,2.90909090909,96.0
1072,23.375,19.125,42.5
10720,1.66666666667,,1.66666666667
10721,8.33333333333,1.66666666667,10.0
10722,1.66666666667,,1.66666666667
10723,1.66666666667,,1.66666666667
10724,41.6666666667,3.33333333333,45.0
10725,10.0,,10.0
10726,6.66666666667,,6.66666666667
10727,,3.33333333333,3.33333333333
10728,155.0,36.6666666667,191.666666667
10729,15.0,10.0,25.0
1073,10.625,6.375,17.0
10730,5.0,5.0,10.0
10731,3.33333333333,13.3333333333,16.6666666667
10733,8.33333333333,20.0,28.3333333333
10734,3.33333333333,11.6666666667,15.0
10735,20.0,43.3333333333,63.3333333333
10736,8.33333333333,8.33333333333,16.6666666667
10737,10.0,25.0,35.0
10738,5.0,33.3333333333,38.3333333333
10739,26.6666666667,20.0,46.6666666667
1074,6.375,2.125,8.5
10740,10.0,11.6666666667,21.6666666667
10741,,3.33333333333,3.33333333333
10742,1.66666666667,5.0,6.66666666667
10743,1.66666666667,21.6666666667,23.3333333333
10744,16.65,7.03333333333,23.6833333333
10745,1.66666666667,1.66666666667,3.33333333333
10746,,10.0,10.0
10747,,3.33333333333,3.33333333333
10748,,,0.0
10749,,,0.0
1075,12.0,6.25,18.25
10750,,2.55555555556,2.55555555556
10751,2.55555555556,2.55555555556,5.11111111111
10752,,,0.0
10756,7.66666666667,,7.66666666667
10757,17.8888888889,10.2222222222,28.1111111111
10758,10.2222222222,10.2222222222,20.4444444444
10759,28.1111111111,2.55555555556,30.6666666667
1076,,8.0,8.0
10760,5.11111111111,,5.11111111111
10761,15.3333333333,15.3333333333,30.6666666667
10762,15.3333333333,5.11111111111,20.4444444444
10763,25.5555555556,10.2222222222,35.7777777778
10764,46.0,2.55555555556,48.5555555556
10765,12.7777777778,2.55555555556,15.3333333333
10766,17.8888888889,12.7777777778,30.6666666667
10768,25.5555555556,28.1111111111,53.6666666667
10769,,,0.0
10770,9.50292397661,34.4385964912,43.9415204678
10771,5.11111111111,2.55555555556,7.66666666667
10772,,6.0,6.0
10773,197.753846154,67.1897435897,264.943589744
10774,6.0,8.0,14.0
10775,12.0,8.0,20.0
10776,,86.0,86.0
10778,4.0,10.0,14.0
10779,,30.0,30.0
10780,4.0,24.0,28.0
10781,18.0,32.0,50.0
10782,6.0,36.0,42.0
10783,34.0,52.0,86.0
10784,10.0,54.0,64.0
10785,,6.0,6.0
10786,,16.0,16.0
10787,4.0,18.0,22.0
10788,6.0,32.0,38.0
10789,2.0,34.0,36.0
1079,,2.125,2.125
10790,40.0,44.0,84.0
10791,4.0,10.0,14.0
10792,24.5,218.25,242.75
10793,,3.06666666667,3.06666666667
10794,3.06666666667,10.7333333333,13.8
10795,,16.8666666667,16.8666666667
10796,7.66666666667,3.06666666667,10.7333333333
10797,3.06666666667,1.53333333333,4.6
10798,4.6,,4.6
10799,3.06666666667,9.2,12.2666666667
108,42.75,5.4,48.15
1080,,4.25,4.25
10800,1.53333333333,4.6,6.13333333333
10801,,3.06666666667,3.06666666667
10802,3.06666666667,3.06666666667,6.13333333333
10803,38.3333333333,10.7333333333,49.0666666667
10804,3.06666666667,4.6,7.66666666667
10806,,4.6,4.6
10807,1.53333333333,3.06666666667,4.6
10808,67.4666666667,21.4666666667,88.9333333333
